TAX,ASSESSED
FULL MKT VAL,621468
COUNTY TAXABLE,10500
VILLAGE TAXABLE,10500
SCHOOL TAXABLE,8670
FULL MKT VAL,593220
COUNTY TAXABLE,13900
VILLAGE TAXABLE,13900
SCHOOL TAXABLE,13900
FULL MKT VAL,785310
COUNTY TAXABLE,14300
VILLAGE TAXABLE,14300
SCHOOL TAXABLE,14300
FULL MKT VAL,807909
COUNTY TAXABLE,22900
VILLAGE TAXABLE,22900
SCHOOL TAXABLE,22900
FULL MKT VAL,1293785
COUNTY TAXABLE,21750
VILLAGE TAXABLE,21750
SCHOOL TAXABLE,21750
FULL MKT VAL,1228813
COUNTY TAXABLE,15600
VILLAGE TAXABLE,15600
SCHOOL TAXABLE,15600
FULL MKT VAL,881355
COUNTY TAXABLE,16725
VILLAGE TAXABLE,16725
SCHOOL TAXABLE,16725
FULL MKT VAL,944915
COUNTY TAXABLE,12866
VILLAGE TAXABLE,12866
SCHOOL TAXABLE,11036
FULL MKT VAL,726892
COUNTY TAXABLE,16725
VILLAGE TAXABLE,16725
SCHOOL TAXABLE,16725
FULL MKT VAL,944915
COUNTY TAXABLE,15100
VILLAGE TAXABLE,15100
SCHOOL TAXABLE,13270
FULL MKT VAL,853107
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,12870
FULL MKT VAL,830508
COUNTY TAXABLE,18950
VILLAGE TAXABLE,18950
SCHOOL TAXABLE,17120
FULL MKT VAL,1070621
COUNTY TAXABLE,17900
VILLAGE TAXABLE,17900
SCHOOL TAXABLE,17900
FULL MKT VAL,1011299
COUNTY TAXABLE,23325
VILLAGE TAXABLE,23325
SCHOOL TAXABLE,21495
FULL MKT VAL,1317796
COUNTY TAXABLE,17900
VILLAGE TAXABLE,17900
SCHOOL TAXABLE,17900
FULL MKT VAL,1011299
COUNTY TAXABLE,38350
VILLAGE TAXABLE,38350
SCHOOL TAXABLE,36520
FULL MKT VAL,2166666
COUNTY TAXABLE,5500
VILLAGE TAXABLE,5500
SCHOOL TAXABLE,5500
FULL MKT VAL,310734
COUNTY TAXABLE,12900
VILLAGE TAXABLE,12900
FULL MKT VAL,1011299
SCHOOL TAXABLE,16070
COUNTY TAXABLE,25400
VILLAGE TAXABLE,25400
SCHOOL TAXABLE,25400
FULL MKT VAL,1435028
COUNTY TAXABLE,19500
VILLAGE TAXABLE,19500
SCHOOL TAXABLE,17670
FULL MKT VAL,1101694
COUNTY TAXABLE,19950
VILLAGE TAXABLE,19950
SCHOOL TAXABLE,19950
FULL MKT VAL,1127118
COUNTY TAXABLE,17417
VILLAGE TAXABLE,17417
SCHOOL TAXABLE,17270
FULL MKT VAL,1079096
COUNTY TAXABLE,900
VILLAGE TAXABLE,900
SCHOOL TAXABLE,900
FULL MKT VAL,50847
COUNTY TAXABLE,15800
VILLAGE TAXABLE,15800
SCHOOL TAXABLE,13970
FULL MKT VAL,892655
COUNTY TAXABLE,18800
VILLAGE TAXABLE,18800
SCHOOL TAXABLE,18800
FULL MKT VAL,1062146
COUNTY TAXABLE,34760
VILLAGE TAXABLE,34760
SCHOOL TAXABLE,34760
FULL MKT VAL,1963841
COUNTY TAXABLE,20100
VILLAGE TAXABLE,20100
SCHOOL TAXABLE,18270
FULL MKT VAL,1135593
COUNTY TAXABLE,23500
VILLAGE TAXABLE,23500
SCHOOL TAXABLE,21670
FULL MKT VAL,1327683
COUNTY TAXABLE,16200
VILLAGE TAXABLE,16200
SCHOOL TAXABLE,14370
FULL MKT VAL,915254
COUNTY TAXABLE,39500
VILLAGE TAXABLE,39500
SCHOOL TAXABLE,39500
FULL MKT VAL,2231638
COUNTY TAXABLE,17700
VILLAGE TAXABLE,17700
SCHOOL TAXABLE,17700
FULL MKT VAL,999999
COUNTY TAXABLE,14700
VILLAGE TAXABLE,14700
SCHOOL TAXABLE,12870
FULL MKT VAL,830508
COUNTY TAXABLE,22975
VILLAGE TAXABLE,22975
SCHOOL TAXABLE,21145
FULL MKT VAL,1298022
COUNTY TAXABLE,19800
VILLAGE TAXABLE,19800
SCHOOL TAXABLE,17970
FULL MKT VAL,1118644
COUNTY TAXABLE,17000
VILLAGE TAXABLE,17000
SCHOOL TAXABLE,17000
FULL MKT VAL,960451
COUNTY TAXABLE,18300
VILLAGE TAXABLE,18300
SCHOOL TAXABLE,16470
FULL MKT VAL,1033898
COUNTY TAXABLE,16200
VILLAGE TAXABLE,16200
SCHOOL TAXABLE,14370
FULL MKT VAL,915254
COUNTY TAXABLE,21000
VILLAGE TAXABLE,21000
SCHOOL TAXABLE,19170
FULL MKT VAL,1186440
COUNTY TAXABLE,16850
VILLAGE TAXABLE,16850
SCHOOL TAXABLE,15020
FULL MKT VAL,951977
COUNTY TAXABLE,21550
VILLAGE TAXABLE,21550
SCHOOL TAXABLE,21550
FULL MKT VAL,1217514
COUNTY TAXABLE,14250
VILLAGE TAXABLE,14250
SCHOOL TAXABLE,14570
FULL MKT VAL,926553
COUNTY TAXABLE,23625
VILLAGE TAXABLE,23625
SCHOOL TAXABLE,21795
FULL MKT VAL,1334745
COUNTY TAXABLE,16400
VILLAGE TAXABLE,16400
SCHOOL TAXABLE,14570
FULL MKT VAL,926553
COUNTY TAXABLE,17450
VILLAGE TAXABLE,17450
SCHOOL TAXABLE,15620
FULL MKT VAL,985875
COUNTY TAXABLE,19820
VILLAGE TAXABLE,19820
SCHOOL TAXABLE,17990
FULL MKT VAL,1119774
COUNTY TAXABLE,14000
VILLAGE TAXABLE,14000
SCHOOL TAXABLE,12170
FULL MKT VAL,790960
COUNTY TAXABLE,14200
VILLAGE TAXABLE,14200
SCHOOL TAXABLE,14200
FULL MKT VAL,802259
COUNTY TAXABLE,16350
VILLAGE TAXABLE,16350
SCHOOL TAXABLE,14520
FULL MKT VAL,923728
COUNTY TAXABLE,17485
VILLAGE TAXABLE,17485
SCHOOL TAXABLE,17485
FULL MKT VAL,987853
COUNTY TAXABLE,14100
VILLAGE TAXABLE,14100
SCHOOL TAXABLE,12270
FULL MKT VAL,796610
COUNTY TAXABLE,13500
VILLAGE TAXABLE,13500
SCHOOL TAXABLE,11670
FULL MKT VAL,762711
COUNTY TAXABLE,14300
VILLAGE TAXABLE,14300
SCHOOL TAXABLE,12470
FULL MKT VAL,807909
COUNTY TAXABLE,14250
VILLAGE TAXABLE,14250
SCHOOL TAXABLE,12420
FULL MKT VAL,805084
COUNTY TAXABLE,13600
VILLAGE TAXABLE,13600
SCHOOL TAXABLE,11770
FULL MKT VAL,768361
COUNTY TAXABLE,14600
VILLAGE TAXABLE,14600
SCHOOL TAXABLE,12770
FULL MKT VAL,824858
COUNTY TAXABLE,16100
VILLAGE TAXABLE,16100
SCHOOL TAXABLE,14270
FULL MKT VAL,909604
COUNTY TAXABLE,11875
VILLAGE TAXABLE,11875
SCHOOL TAXABLE,10045
FULL MKT VAL,670903
COUNTY TAXABLE,15550
VILLAGE TAXABLE,15550
SCHOOL TAXABLE,13720
FULL MKT VAL,878531
COUNTY TAXABLE,19375
VILLAGE TAXABLE,19375
SCHOOL TAXABLE,19375
FULL MKT VAL,1094632
COUNTY TAXABLE,15350
VILLAGE TAXABLE,15350
SCHOOL TAXABLE,13520
FULL MKT VAL,867231
COUNTY TAXABLE,14550
VILLAGE TAXABLE,14550
SCHOOL TAXABLE,12720
FULL MKT VAL,822033
COUNTY TAXABLE,15575
VILLAGE TAXABLE,15575
SCHOOL TAXABLE,13745
FULL MKT VAL,879943
COUNTY TAXABLE,11850
VILLAGE TAXABLE,11850
SCHOOL TAXABLE,11850
FULL MKT VAL,669491
COUNTY TAXABLE,10725
VILLAGE TAXABLE,10725
SCHOOL TAXABLE,8895
FULL MKT VAL,605932
COUNTY TAXABLE,17575
VILLAGE TAXABLE,17575
SCHOOL TAXABLE,15745
FULL MKT VAL,992937
COUNTY TAXABLE,15725
VILLAGE TAXABLE,15725
SCHOOL TAXABLE,13895
FULL MKT VAL,888418
COUNTY TAXABLE,13650
VILLAGE TAXABLE,13650
SCHOOL TAXABLE,9860
FULL MKT VAL,771186
COUNTY TAXABLE,16800
VILLAGE TAXABLE,16800
SCHOOL TAXABLE,16800
FULL MKT VAL,949152
COUNTY TAXABLE,20750
VILLAGE TAXABLE,20750
SCHOOL TAXABLE,20750
FULL MKT VAL,1172316
COUNTY TAXABLE,17300
VILLAGE TAXABLE,17300
SCHOOL TAXABLE,15470
FULL MKT VAL,977401
COUNTY TAXABLE,22100
VILLAGE TAXABLE,22100
SCHOOL TAXABLE,22100
FULL MKT VAL,1248587
COUNTY TAXABLE,25575
VILLAGE TAXABLE,25575
SCHOOL TAXABLE,23745
FULL MKT VAL,1444915
COUNTY TAXABLE,21075
VILLAGE TAXABLE,21075
SCHOOL TAXABLE,21075
FULL MKT VAL,1190677
COUNTY TAXABLE,24200
VILLAGE TAXABLE,24200
SCHOOL TAXABLE,24200
FULL MKT VAL,1367231
COUNTY TAXABLE,24650
VILLAGE TAXABLE,24650
SCHOOL TAXABLE,24650
FULL MKT VAL,1392655
COUNTY TAXABLE,34750
VILLAGE TAXABLE,34750
SCHOOL TAXABLE,34750
FULL MKT VAL,1963276
COUNTY TAXABLE,22000
VILLAGE TAXABLE,22000
SCHOOL TAXABLE,22000
FULL MKT VAL,1242937
COUNTY TAXABLE,17300
VILLAGE TAXABLE,17300
SCHOOL TAXABLE,17300
FULL MKT VAL,977401
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,20000
FULL MKT VAL,1129943
COUNTY TAXABLE,22300
VILLAGE TAXABLE,22300
SCHOOL TAXABLE,22300
FULL MKT VAL,1259887
COUNTY TAXABLE,17575
VILLAGE TAXABLE,17575
SCHOOL TAXABLE,15745
FULL MKT VAL,992937
COUNTY TAXABLE,15445
VILLAGE TAXABLE,15445
SCHOOL TAXABLE,13615
FULL MKT VAL,872598
COUNTY TAXABLE,15900
VILLAGE TAXABLE,15900
SCHOOL TAXABLE,14070
FULL MKT VAL,898305
COUNTY TAXABLE,20500
VILLAGE TAXABLE,20500
SCHOOL TAXABLE,18670
FULL MKT VAL,1158192
COUNTY TAXABLE,24925
VILLAGE TAXABLE,24925
SCHOOL TAXABLE,23095
FULL MKT VAL,1408192
COUNTY TAXABLE,15000
VILLAGE TAXABLE,15000
SCHOOL TAXABLE,13170
FULL MKT VAL,847457
COUNTY TAXABLE,22625
VILLAGE TAXABLE,22625
SCHOOL TAXABLE,20795
FULL MKT VAL,1278248
COUNTY TAXABLE,11050
VILLAGE TAXABLE,11050
SCHOOL TAXABLE,12670
FULL MKT VAL,819209
COUNTY TAXABLE,13500
VILLAGE TAXABLE,13500
SCHOOL TAXABLE,11670
FULL MKT VAL,762711
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,18170
FULL MKT VAL,1129943
COUNTY TAXABLE,13500
VILLAGE TAXABLE,13500
SCHOOL TAXABLE,13500
FULL MKT VAL,762711
COUNTY TAXABLE,3200
VILLAGE TAXABLE,3200
SCHOOL TAXABLE,3200
FULL MKT VAL,180790
COUNTY TAXABLE,15265
VILLAGE TAXABLE,15265
SCHOOL TAXABLE,16275
FULL MKT VAL,919491
COUNTY TAXABLE,28450
VILLAGE TAXABLE,28450
SCHOOL TAXABLE,28450
FULL MKT VAL,1607344
COUNTY TAXABLE,18400
VILLAGE TAXABLE,18400
SCHOOL TAXABLE,16570
FULL MKT VAL,1039548
COUNTY TAXABLE,16200
VILLAGE TAXABLE,16200
SCHOOL TAXABLE,14370
FULL MKT VAL,915254
COUNTY TAXABLE,15850
VILLAGE TAXABLE,15850
SCHOOL TAXABLE,14020
FULL MKT VAL,895480
COUNTY TAXABLE,12700
VILLAGE TAXABLE,12700
SCHOOL TAXABLE,10870
FULL MKT VAL,717514
COUNTY TAXABLE,21000
VILLAGE TAXABLE,21000
SCHOOL TAXABLE,19170
FULL MKT VAL,1186440
COUNTY TAXABLE,17900
VILLAGE TAXABLE,17900
SCHOOL TAXABLE,16070
FULL MKT VAL,1011299
COUNTY TAXABLE,25800
VILLAGE TAXABLE,25800
SCHOOL TAXABLE,23970
FULL MKT VAL,1457627
COUNTY TAXABLE,20075
VILLAGE TAXABLE,20075
SCHOOL TAXABLE,18245
FULL MKT VAL,1134180
COUNTY TAXABLE,23500
VILLAGE TAXABLE,23500
SCHOOL TAXABLE,23500
FULL MKT VAL,1327683
COUNTY TAXABLE,26850
VILLAGE TAXABLE,26850
SCHOOL TAXABLE,26850
FULL MKT VAL,1516949
COUNTY TAXABLE,27125
VILLAGE TAXABLE,27125
SCHOOL TAXABLE,25295
FULL MKT VAL,1532485
COUNTY TAXABLE,21000
VILLAGE TAXABLE,21000
SCHOOL TAXABLE,21000
FULL MKT VAL,1186440
COUNTY TAXABLE,22800
VILLAGE TAXABLE,22800
SCHOOL TAXABLE,20970
FULL MKT VAL,1288135
COUNTY TAXABLE,20100
VILLAGE TAXABLE,20100
SCHOOL TAXABLE,18270
FULL MKT VAL,1135593
COUNTY TAXABLE,22600
VILLAGE TAXABLE,22600
SCHOOL TAXABLE,20770
FULL MKT VAL,1276836
COUNTY TAXABLE,21550
VILLAGE TAXABLE,21550
SCHOOL TAXABLE,21550
FULL MKT VAL,1217514
COUNTY TAXABLE,22050
VILLAGE TAXABLE,22050
SCHOOL TAXABLE,20220
FULL MKT VAL,1245762
COUNTY TAXABLE,18300
VILLAGE TAXABLE,18300
SCHOOL TAXABLE,16470
FULL MKT VAL,1033898
COUNTY TAXABLE,20800
VILLAGE TAXABLE,20800
SCHOOL TAXABLE,18970
FULL MKT VAL,1175141
COUNTY TAXABLE,22320
VILLAGE TAXABLE,22320
SCHOOL TAXABLE,22320
FULL MKT VAL,1261016
COUNTY TAXABLE,19350
VILLAGE TAXABLE,19350
SCHOOL TAXABLE,17520
FULL MKT VAL,1093220
COUNTY TAXABLE,14450
VILLAGE TAXABLE,14450
SCHOOL TAXABLE,14450
FULL MKT VAL,816384
COUNTY TAXABLE,15650
VILLAGE TAXABLE,15650
SCHOOL TAXABLE,15650
FULL MKT VAL,884180
COUNTY TAXABLE,16725
VILLAGE TAXABLE,16725
SCHOOL TAXABLE,14895
FULL MKT VAL,944915
COUNTY TAXABLE,16800
VILLAGE TAXABLE,16800
SCHOOL TAXABLE,14970
FULL MKT VAL,949152
COUNTY TAXABLE,19330
VILLAGE TAXABLE,19330
SCHOOL TAXABLE,19330
FULL MKT VAL,1092090
COUNTY TAXABLE,18790
VILLAGE TAXABLE,18790
FULL MKT VAL,1118644
SCHOOL TAXABLE,17970
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,13810
FULL MKT VAL,994350
COUNTY TAXABLE,18600
VILLAGE TAXABLE,18600
SCHOOL TAXABLE,16770
FULL MKT VAL,1050847
COUNTY TAXABLE,20875
VILLAGE TAXABLE,20875
SCHOOL TAXABLE,20875
FULL MKT VAL,1179378
COUNTY TAXABLE,20500
VILLAGE TAXABLE,20500
SCHOOL TAXABLE,20500
FULL MKT VAL,1158192
COUNTY TAXABLE,17700
VILLAGE TAXABLE,17700
SCHOOL TAXABLE,17700
FULL MKT VAL,999999
COUNTY TAXABLE,22000
VILLAGE TAXABLE,22000
SCHOOL TAXABLE,20170
FULL MKT VAL,1242937
COUNTY TAXABLE,18925
VILLAGE TAXABLE,18925
SCHOOL TAXABLE,17095
FULL MKT VAL,1069209
COUNTY TAXABLE,24575
VILLAGE TAXABLE,24575
SCHOOL TAXABLE,24575
FULL MKT VAL,1388418
COUNTY TAXABLE,2000
VILLAGE TAXABLE,2000
SCHOOL TAXABLE,2000
FULL MKT VAL,112994
COUNTY TAXABLE,15975
VILLAGE TAXABLE,15975
SCHOOL TAXABLE,14145
FULL MKT VAL,902542
COUNTY TAXABLE,18600
VILLAGE TAXABLE,18600
SCHOOL TAXABLE,16770
FULL MKT VAL,1050847
COUNTY TAXABLE,10850
VILLAGE TAXABLE,10850
FULL MKT VAL,895480
SCHOOL TAXABLE,12060
COUNTY TAXABLE,22400
VILLAGE TAXABLE,22400
SCHOOL TAXABLE,22400
FULL MKT VAL,1265536
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
SCHOOL TAXABLE,18420
FULL MKT VAL,1144067
COUNTY TAXABLE,24200
VILLAGE TAXABLE,24200
SCHOOL TAXABLE,22370
FULL MKT VAL,1367231
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,20000
FULL MKT VAL,1129943
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,15770
FULL MKT VAL,994350
COUNTY TAXABLE,14850
VILLAGE TAXABLE,14850
SCHOOL TAXABLE,14850
FULL MKT VAL,838983
COUNTY TAXABLE,22500
VILLAGE TAXABLE,22500
SCHOOL TAXABLE,22500
FULL MKT VAL,1271186
COUNTY TAXABLE,18825
VILLAGE TAXABLE,18825
SCHOOL TAXABLE,16995
FULL MKT VAL,1063559
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,15670
FULL MKT VAL,988700
COUNTY TAXABLE,19700
VILLAGE TAXABLE,19700
SCHOOL TAXABLE,17870
FULL MKT VAL,1112994
COUNTY TAXABLE,18800
VILLAGE TAXABLE,18800
SCHOOL TAXABLE,16970
FULL MKT VAL,1062146
COUNTY TAXABLE,19350
VILLAGE TAXABLE,19350
SCHOOL TAXABLE,19350
FULL MKT VAL,1093220
COUNTY TAXABLE,15600
VILLAGE TAXABLE,15600
SCHOOL TAXABLE,15600
FULL MKT VAL,881355
COUNTY TAXABLE,21185
VILLAGE TAXABLE,21185
SCHOOL TAXABLE,21185
FULL MKT VAL,1196892
COUNTY TAXABLE,24475
VILLAGE TAXABLE,24475
SCHOOL TAXABLE,22645
FULL MKT VAL,1382768
COUNTY TAXABLE,19225
VILLAGE TAXABLE,19225
SCHOOL TAXABLE,17395
FULL MKT VAL,1086158
COUNTY TAXABLE,16600
VILLAGE TAXABLE,16600
SCHOOL TAXABLE,14770
FULL MKT VAL,937853
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,20000
FULL MKT VAL,1129943
COUNTY TAXABLE,33850
VILLAGE TAXABLE,33850
SCHOOL TAXABLE,33850
FULL MKT VAL,1912429
COUNTY TAXABLE,14667
VILLAGE TAXABLE,14667
SCHOOL TAXABLE,14520
FULL MKT VAL,923728
COUNTY TAXABLE,27650
VILLAGE TAXABLE,27650
SCHOOL TAXABLE,27650
FULL MKT VAL,1562146
COUNTY TAXABLE,25450
VILLAGE TAXABLE,25450
SCHOOL TAXABLE,23620
FULL MKT VAL,1437853
COUNTY TAXABLE,26575
VILLAGE TAXABLE,26575
SCHOOL TAXABLE,26575
FULL MKT VAL,1501412
COUNTY TAXABLE,21200
VILLAGE TAXABLE,21200
SCHOOL TAXABLE,19370
FULL MKT VAL,1197740
COUNTY TAXABLE,19400
VILLAGE TAXABLE,19400
SCHOOL TAXABLE,17570
FULL MKT VAL,1096045
COUNTY TAXABLE,17450
VILLAGE TAXABLE,17450
SCHOOL TAXABLE,15620
FULL MKT VAL,985875
COUNTY TAXABLE,17500
VILLAGE TAXABLE,17500
SCHOOL TAXABLE,15670
FULL MKT VAL,988700
COUNTY TAXABLE,21125
VILLAGE TAXABLE,21125
SCHOOL TAXABLE,19295
FULL MKT VAL,1193502
COUNTY TAXABLE,13750
VILLAGE TAXABLE,13750
SCHOOL TAXABLE,16920
FULL MKT VAL,1059322
COUNTY TAXABLE,26450
VILLAGE TAXABLE,26450
SCHOOL TAXABLE,26450
FULL MKT VAL,1494350
COUNTY TAXABLE,17300
VILLAGE TAXABLE,17300
SCHOOL TAXABLE,15470
FULL MKT VAL,977401
COUNTY TAXABLE,3800
VILLAGE TAXABLE,3800
SCHOOL TAXABLE,3800
FULL MKT VAL,214689
COUNTY TAXABLE,23900
VILLAGE TAXABLE,23900
SCHOOL TAXABLE,23900
FULL MKT VAL,1350282
COUNTY TAXABLE,34600
VILLAGE TAXABLE,34600
SCHOOL TAXABLE,34600
FULL MKT VAL,1954802
COUNTY TAXABLE,18000
VILLAGE TAXABLE,18000
SCHOOL TAXABLE,16170
FULL MKT VAL,1016949
COUNTY TAXABLE,25500
VILLAGE TAXABLE,25500
SCHOOL TAXABLE,25500
FULL MKT VAL,1440677
COUNTY TAXABLE,55000
VILLAGE TAXABLE,55000
SCHOOL TAXABLE,55000
FULL MKT VAL,3107344
COUNTY TAXABLE,32500
VILLAGE TAXABLE,32500
SCHOOL TAXABLE,30670
FULL MKT VAL,1836158
COUNTY TAXABLE,25525
VILLAGE TAXABLE,25525
SCHOOL TAXABLE,23695
FULL MKT VAL,1442090
COUNTY TAXABLE,39975
VILLAGE TAXABLE,39975
SCHOOL TAXABLE,39975
FULL MKT VAL,2258474
COUNTY TAXABLE,17950
VILLAGE TAXABLE,17950
SCHOOL TAXABLE,16120
FULL MKT VAL,1014124
COUNTY TAXABLE,36100
VILLAGE TAXABLE,36100
SCHOOL TAXABLE,34270
FULL MKT VAL,2039548
COUNTY TAXABLE,36600
VILLAGE TAXABLE,36600
SCHOOL TAXABLE,36600
FULL MKT VAL,2067796
COUNTY TAXABLE,32000
VILLAGE TAXABLE,32000
SCHOOL TAXABLE,32000
FULL MKT VAL,1807909
COUNTY TAXABLE,19700
VILLAGE TAXABLE,19700
SCHOOL TAXABLE,17870
FULL MKT VAL,1112994
COUNTY TAXABLE,16490
VILLAGE TAXABLE,16490
FULL MKT VAL,988700
SCHOOL TAXABLE,13710
COUNTY TAXABLE,21700
VILLAGE TAXABLE,21700
SCHOOL TAXABLE,21700
FULL MKT VAL,1225988
COUNTY TAXABLE,22875
VILLAGE TAXABLE,22875
SCHOOL TAXABLE,21045
FULL MKT VAL,1292372
COUNTY TAXABLE,27400
VILLAGE TAXABLE,27400
SCHOOL TAXABLE,25570
FULL MKT VAL,1548022
COUNTY TAXABLE,26775
VILLAGE TAXABLE,26775
SCHOOL TAXABLE,26775
FULL MKT VAL,1512711
COUNTY TAXABLE,18725
VILLAGE TAXABLE,18725
SCHOOL TAXABLE,16895
FULL MKT VAL,1057909
COUNTY TAXABLE,20750
VILLAGE TAXABLE,20750
SCHOOL TAXABLE,20750
FULL MKT VAL,1172316
COUNTY TAXABLE,21325
VILLAGE TAXABLE,21325
SCHOOL TAXABLE,19495
FULL MKT VAL,1204802
COUNTY TAXABLE,20000
VILLAGE TAXABLE,20000
SCHOOL TAXABLE,18170
FULL MKT VAL,1129943
COUNTY TAXABLE,16200
VILLAGE TAXABLE,16200
SCHOOL TAXABLE,14370
FULL MKT VAL,915254
COUNTY TAXABLE,20700
VILLAGE TAXABLE,20700
SCHOOL TAXABLE,18870
FULL MKT VAL,1169491
COUNTY TAXABLE,16500
VILLAGE TAXABLE,16500
SCHOOL TAXABLE,16870
FULL MKT VAL,1056497
COUNTY TAXABLE,35200
VILLAGE TAXABLE,35200
SCHOOL TAXABLE,35200
FULL MKT VAL,1988700
COUNTY TAXABLE,40500
VILLAGE TAXABLE,40500
SCHOOL TAXABLE,40500
FULL MKT VAL,2288135
COUNTY TAXABLE,16375
VILLAGE TAXABLE,16375
SCHOOL TAXABLE,16375
FULL MKT VAL,925141
COUNTY TAXABLE,8000
VILLAGE TAXABLE,8000
SCHOOL TAXABLE,8000
FULL MKT VAL,451977
COUNTY TAXABLE,21900
VILLAGE TAXABLE,21900
SCHOOL TAXABLE,20070
FULL MKT VAL,1237288
COUNTY TAXABLE,8250
VILLAGE TAXABLE,8250
SCHOOL TAXABLE,9460
FULL MKT VAL,748587
COUNTY TAXABLE,17600
VILLAGE TAXABLE,17600
SCHOOL TAXABLE,15770
FULL MKT VAL,994350
COUNTY TAXABLE,18900
VILLAGE TAXABLE,18900
SCHOOL TAXABLE,18900
FULL MKT VAL,1067796
COUNTY TAXABLE,20900
VILLAGE TAXABLE,20900
SCHOOL TAXABLE,20900
FULL MKT VAL,1180790
COUNTY TAXABLE,51050
VILLAGE TAXABLE,51050
SCHOOL TAXABLE,51050
FULL MKT VAL,2884180
COUNTY TAXABLE,22700
VILLAGE TAXABLE,22700
SCHOOL TAXABLE,22700
FULL MKT VAL,1282485
COUNTY TAXABLE,21775
VILLAGE TAXABLE,21775
SCHOOL TAXABLE,21775
FULL MKT VAL,1230225
COUNTY TAXABLE,20825
VILLAGE TAXABLE,20825
SCHOOL TAXABLE,18995
FULL MKT VAL,1176553
COUNTY TAXABLE,22875
VILLAGE TAXABLE,22875
SCHOOL TAXABLE,22875
FULL MKT VAL,1292372
COUNTY TAXABLE,12325
VILLAGE TAXABLE,12325
SCHOOL TAXABLE,10495
FULL MKT VAL,696327
COUNTY TAXABLE,25275
VILLAGE TAXABLE,25275
SCHOOL TAXABLE,25275
FULL MKT VAL,1427966
COUNTY TAXABLE,17100
VILLAGE TAXABLE,17100
SCHOOL TAXABLE,17100
FULL MKT VAL,966101
COUNTY TAXABLE,13200
VILLAGE TAXABLE,13200
SCHOOL TAXABLE,13200
FULL MKT VAL,745762
COUNTY TAXABLE,18000
VILLAGE TAXABLE,18000
SCHOOL TAXABLE,16170
FULL MKT VAL,1016949
COUNTY TAXABLE,18275
VILLAGE TAXABLE,18275
SCHOOL TAXABLE,18275
FULL MKT VAL,1032485
COUNTY TAXABLE,21285
VILLAGE TAXABLE,21285
SCHOOL TAXABLE,19455
FULL MKT VAL,1202542
COUNTY TAXABLE,20250
VILLAGE TAXABLE,20250
SCHOOL TAXABLE,20250
FULL MKT VAL,1144067
COUNTY TAXABLE,17300
VILLAGE TAXABLE,17300
SCHOOL TAXABLE,15470
FULL MKT VAL,977401
COUNTY TAXABLE,19975
VILLAGE TAXABLE,19975
SCHOOL TAXABLE,19975
FULL MKT VAL,1128531
COUNTY TAXABLE,17825
VILLAGE TAXABLE,17825
SCHOOL TAXABLE,15995
FULL MKT VAL,1007062
COUNTY TAXABLE,16700
VILLAGE TAXABLE,16700
SCHOOL TAXABLE,16700
FULL MKT VAL,943502
COUNTY TAXABLE,18600
VILLAGE TAXABLE,18600
SCHOOL TAXABLE,16770
FULL MKT VAL,1050847
COUNTY TAXABLE,14650
VILLAGE TAXABLE,14650
SCHOOL TAXABLE,14650
FULL MKT VAL,827683
COUNTY TAXABLE,15000
VILLAGE TAXABLE,15000
SCHOOL TAXABLE,15000
FULL MKT VAL,847457
COUNTY TAXABLE,16100
VILLAGE TAXABLE,16100
SCHOOL TAXABLE,14270
FULL MKT VAL,909604
COUNTY TAXABLE,15300
VILLAGE TAXABLE,15300
SCHOOL TAXABLE,13470
FULL MKT VAL,864406
COUNTY TAXABLE,19925
VILLAGE TAXABLE,19925
SCHOOL TAXABLE,19925
FULL MKT VAL,1125706
COUNTY TAXABLE,20025
VILLAGE TAXABLE,20025
SCHOOL TAXABLE,18195
FULL MKT VAL,1131355
COUNTY TAXABLE,20700
VILLAGE TAXABLE,20700
SCHOOL TAXABLE,20700
FULL MKT VAL,1169491
COUNTY TAXABLE,18290
VILLAGE TAXABLE,18290
FULL MKT VAL,1090395
SCHOOL TAXABLE,17470
COUNTY TAXABLE,18500
VILLAGE TAXABLE,18500
SCHOOL TAXABLE,18500
FULL MKT VAL,1045197
COUNTY TAXABLE,19300
VILLAGE TAXABLE,19300
SCHOOL TAXABLE,17470
FULL MKT VAL,1090395
COUNTY TAXABLE,32400
VILLAGE TAXABLE,32400
SCHOOL TAXABLE,32400
FULL MKT VAL,1830508
COUNTY TAXABLE,22125
VILLAGE TAXABLE,22125
SCHOOL TAXABLE,22125
FULL MKT VAL,1249999
COUNTY TAXABLE,22035
VILLAGE TAXABLE,22035
SCHOOL TAXABLE,20205
FULL MKT VAL,1244915
COUNTY TAXABLE,22500
VILLAGE TAXABLE,22500
